,title,artist,number,duration,t_eps,href,status
106,I m Goin Down,Bruce Springsteen,426,3:32,,nan,nan
107,My Hometown,Bruce Springsteen,1066,4:34,,nan,nan
108,Think Of Me,Buck Owens,1154,2:20,,nan,nan
109,I've Got A Tiger By The Tail,Buck Owens,1225,2:15,,nan,nan
110,Young Hearts Run Free,Candi Staton,390,3:42,,nan,nan
111,Let's work Together,Canned Heat,577,2:50,,nan,nan
112,On The Road Again,Canned Heat,688,5:03,,nan,nan
113,Everlasting Love,Carl Carlton,607,2:35,,nan,nan
114,A Very Special Love Song,Charlie Rich,779,2:46,,nan,nan
115,Lonely Weekends,Charlie Rich,1113,2:10,,nan,nan
116,Behind Closed Doors,Charlie Rich,1218,2:56,,nan,nan
117,I Want You To Want Me,Cheap Trick,188,3:44,,nan,nan
118,Dream Police,Cheap Trick,317,3:51,,nan,nan
119,Stop This Game,Cheap Trick,539,3:58,,nan,nan
120,Surrender,Cheap Trick,555,4:16,,nan,nan
121,Just Like Jesse James,Cher,821,4:06,,nan,nan
122,If I Could Turn Back Time,Cher,843,4:01,,nan,nan
123,Along Comes A Woman,Chicago,198,3:49,,nan,nan
124,Another Rainy Day in New York City,Chicago,208,3:02,,nan,nan
125,Feelin' Stronger Every Day,Chicago,366,4:14,,nan,nan
126,Old Days,Chicago,445,3:31,,nan,nan
127,Does Anybody Really Know What Time It Is,Chicago,700,3:20,,nan,nan
128,Make Me Smile,Chicago,1085,4:26,,nan,nan
129,Alive Again,Chicago,1240,4:06,,nan,nan
130,Talk to me,Chico DeBarge,590,3:53,,nan,nan
131,Swing Talkin' Guy,Chiffons,26,2:28,,nan,nan
132,Land Of 1000 Dances,Chris Kenner,1111,2:29,,nan,nan
133,The Twist,Chubby Checker,948,2:36,,nan,nan
134,Sweet Little Rock N' Roll,Chuck Berry,115,2:22,,nan,nan
135,Almost Grown,Chuck Berry,792,2:21,,nan,nan
136,Reelin' & Rockin',Chuck Berry,1110,3:17,,nan,nan
137,Patches,Clarence Carter,276,3:13,,nan,nan
138,Too Weak To Fight,Clarence Carter,585,2:18,,nan,nan
139,Carrie,Cliff Richard,51,3:45,,nan,nan
140,Living Doll,Cliff Richard,740,2:39,,nan,nan
141,Devil Woman,Cliff Richard,1073,3:35,,nan,nan
142,Daddy's Home,Cliff Richard,1161,3:01,,nan,nan
143,We Don't Talk Anymore,Cliff Richard,1273,4:14,,nan,nan
144,I Adore Mi Amor,Color Me Badd,476,4:51,,nan,nan
145,Still,Commodores,507,3:48,,nan,nan
146,Lady (You Bring Me Up),Commodores,716,4:01,,nan,nan
147,In Your Soul,Corey Hart,469,3:55,,nan,nan
148,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,932,2:46,,nan,nan
149,Going To Chicago Blues,Count Basie,1149,4:14,,nan,nan
150,Sunshine of Your Love,Cream,114,4:13,,nan,nan
151,I Put A Spell On You,Creedence Clearwater Revival,61,4:14,,nan,nan
152,Bad Moon Rising,Creedence Clearwater Revival,852,2:13,,nan,nan
153,Got It Made,Crosby Stills and Nash,451,4:34,,nan,nan
154,Suite,"Crosby, Stills & Nash",518,7:29,,nan,nan
155,Southern Cross,"Crosby, Stills & Nash",589,4:41,,nan,nan
156,Teach Your Children,"Crosby, Stills & Nash",905,2:54,,nan,nan
157,Karma Chameleon,Culture Club,979,4:15,,nan,nan
158,I'll Tumble 4 Ya,Culture Club,1223,2:36,,nan,nan
159,She Bop,Cyndi Lauper,16,3:49,,nan,nan
160,All Through The Night,Cyndi Lauper,309,4:30,,nan,nan
161,The Goonies `R Good Enough,Cyndi Lauper,401,3:38,,nan,nan
162,True Colors,Cyndi Lauper,803,3:48,,nan,nan
163,I Drove All Night,Cyndi Lauper,1011,4:13,,nan,nan
164,Maneater,Daryl Hall & John Oates,633,4:34,,nan,nan
165,Sara Smile,Daryl Hall & John Oates,708,3:06,,nan,nan
166,Six Days On The Road,Dave Dudley,570,2:24,,nan,nan
167,Space Oddity,David Bowie,86,5:15,,nan,nan
168,Golden Years,David Bowie,415,3:29,,nan,nan
169,Blue Jean,David Bowie,818,3:12,,nan,nan
170,Modern Love,David Bowie,970,4:49,,nan,nan
171,Carry Me,"David Crosby,Graham Nash",1124,3:35,,nan,nan
172,Stand By Me,"David Ruffin, Jimmy Ruffin",119,3:49,,nan,nan
173,Me Myself And I,De La Soul,887,3:41,,nan,nan
174,Everybody Loves Somebody,Dean Martin,618,2:42,,nan,nan
175,I Will,Dean Martin,734,2:23,,nan,nan
176,Time Will Reveal,Debarge,1013,4:08,,nan,nan
177,World In My Eyes,Depeche Mode,442,3:60,,nan,nan
178,Upside Down,Diana Ross,1285,3:43,,nan,nan
179,The Humpty Dance,Digital Underground,304,6:28,,nan,nan
180,Unforgettable,Dinah Washington,192,2:44,,nan,nan
181,Where Are You,Dinah Washington,722,2:16,,nan,nan
182,Runaround Sue,Dion,145,2:43,,nan,nan
183,Love Came To Me,Dion,253,2:46,,nan,nan
184,Where Or When,Dion,434,2:40,,nan,nan
185,Ruby Baby,Dion,439,2:37,,nan,nan
186,This Little Girl,Dion,1063,2:38,,nan,nan
187,(I was) Born To Cry,Dion,1101,2:27,,nan,nan
188,"Abraham, Martin And John",Dion,1146,3:20,,nan,nan
189,Lovers Who Wander,Dion,1210,2:32,,nan,nan
190,Baby I'm Burnin',Dolly Parton,559,2:38,,nan,nan
191,Starting Over Again,Dolly Parton,944,3:58,,nan,nan
192,Superman,Donna Fargo,358,2:27,,nan,nan
193,Last Dance,Donna Summer,501,3:20,,nan,nan
194,Sunshine Superman,Donovan,383,4:40,,nan,nan
195,A Lesson in Leavin,Dottie West,101,3:03,,nan,nan
196,Ten Percent,Double Exposure,1164,3:16,,nan,nan
197,Years From Now,Dr. Hook,656,3:16,,nan,nan
198,Walk Right In,Dr. Hook,761,3:04,,nan,nan
199,Sexy Eyes,Dr. Hook,831,3:33,,nan,nan
200,If Not You,Dr. Hook,914,3:16,,nan,nan
201,The Millionaire,Dr. Hook,1009,3:01,,nan,nan
202,Only Sixteen,Dr. Hook,1190,2:46,,nan,nan
203,Right Place Wrong Time,Dr. John,483,5:35,,nan,nan
204,All she wants is,Duran Duran,592,4:27,,nan,nan
205,Is There Something I Should Know,Duran Duran,1043,4:10,,nan,nan
206,I Don t Want Your Love,Duran Duran,1148,3:48,,nan,nan
207,Lyin' Eyes,Eagles,296,6:21,,nan,nan
208,The Long Run,Eagles,591,3:42,,nan,nan
209,Best Of My Love,Eagles,1061,4:35,,nan,nan
210,Getaway,Earth Wind and Fire,735,3:46,,nan,nan
211,September,"Earth, Wind & Fire",804,2:28,,nan,nan
212,After The Love Has Gone,"Earth, Wind & Fire",1056,4:41,,nan,nan
213,Jamie,Eddie Holland,1046,2:25,,nan,nan
214,I Love A Rainy Night,Eddie Rabbitt,1143,3:10,,nan,nan
215,Frankenstein,Edgar Winter,1268,3:28,,nan,nan
216,War,Edwin Starr,893,3:29,,nan,nan
217,I Had Too Much To Dream,Electric Prunes,134,2:60,,nan,nan
218,Philadelphia Freedom,Elton John,354,5:23,,nan,nan
219,Levon,Elton John,752,5:22,,nan,nan
220,Goodbye Yellow Brick Road,Elton John,842,3:15,,nan,nan
221,The Bitch Is Back,Elton John,991,3:38,,nan,nan
222,Who Wears These Shoes,Elton John,1269,4:03,,nan,nan
223,Little Sister,Elvis Presley,159,2:32,,nan,nan
224,For Ol' Times Sake,Elvis Presley,222,3:38,,nan,nan
225,Guitar Man,Elvis Presley,289,2:57,,nan,nan
226,My Boy,Elvis Presley,326,3:21,,nan,nan
227,I Really Don't Want To Know,Elvis Presley,386,2:46,,nan,nan
228,One Night,Elvis Presley,399,2:31,,nan,nan
229,If I Can Dream,Elvis Presley,543,3:12,,nan,nan
230,Judy,Elvis Presley,565,2:12,,nan,nan
231,His Latest Flame,Elvis Presley,617,2:09,,nan,nan
232,Ask Me,Elvis Presley,658,2:08,,nan,nan
233,My Way,Elvis Presley,793,4:34,,nan,nan
234,She Thinks I Still Care,Elvis Presley,875,3:52,,nan,nan
235,There Goes My Everything,Elvis Presley,993,2:60,,nan,nan
236,My Wish Came True,Elvis Presley,1055,2:35,,nan,nan
237,Lucky Man,"Emerson, Lake & Palmer",1180,4:41,,nan,nan
238,After the Lovin',Engelbert Humperdinck,506,3:56,,nan,nan
239,Sunrise,Eric Carmen,655,5:21,,nan,nan
240,Hungry Eyes,Eric Carmen,791,4:08,,nan,nan
241,Let It Rain,Eric Clapton,116,5:02,,nan,nan
242,Promises,Eric Clapton,124,3:01,,nan,nan
243,Forever Man,Eric Clapton,155,3:12,,nan,nan
244,Willie And The Hand Jive,Eric Clapton,194,11:42,,nan,nan
245,I Can't Stand It,Eric Clapton,898,4:10,,nan,nan
246,Lay Down Sally,Eric Clapton,1040,3:51,,nan,nan
247,Stop the Wedding,Etta James,127,2:54,,nan,nan
248,Fool That I Am,Etta James,515,2:58,,nan,nan
249,Would It Make Any Difference To You,Etta James,726,2:39,,nan,nan
250,I'm In Love,"Evelyn ""Champagne"" King",482,5:04,,nan,nan
251,I Want To Walk You Home,Fats Domino,773,2:22,,nan,nan
252,Be My Guest,Fats Domino,1072,2:16,,nan,nan
253,Don t Treat Me Bad,Firehouse,258,5:23,,nan,nan
254,Absolutely Right,Five Man Electrical Band,41,2:22,,nan,nan
255,Foggy Mountain Breakdown,Flatt & Scruggs,37,2:42,,nan,nan
256,Last Date,Floyd Cramer,788,2:30,,nan,nan
257,Hocus Pocus,Focus,381,3:27,,nan,nan
258,Drivin' Wheel,Foghat,75,4:31,,nan,nan
259,Rescue Me,Fontella Bass,777,2:53,,nan,nan
260,Standing In The Shadows Of Love,Four Tops,1192,2:39,,nan,nan
261,Have You Ever Loved Somebody,Freddie Jackson,122,4:37,,nan,nan
262,Living It Down,Freddy Fender,346,2:36,,nan,nan
263,Secret Love,Freddy Fender,872,3:35,,nan,nan
264,Jimi Hendrix,Freedom,35,4:23,,nan,nan
265,Quarter To Three,Gary U.S. Bonds,571,2:31,,nan,nan
266,Town Without,Gene Pitney,1037,2:52,,nan,nan
267,Tenderness,General Public,389,3:37,,nan,nan
268,"Tonight, Tonight, Tonight",Genesis,236,8:54,,nan,nan
269,Misunderstanding,Genesis,393,3:15,,nan,nan
270,Invisible Touch,Genesis,1126,3:29,,nan,nan
271,Abacab,Genesis,1256,8:47,,nan,nan
272,Breezin',George Benson,967,5:42,,nan,nan
273,This Song,George Harrison,361,4:14,,nan,nan
274,Blow Away,George Harrison,419,4:01,,nan,nan
275,Years Ago,George Harrison,517,3:47,,nan,nan
276,I Got My Mind Set On You,George Harrison,845,3:55,,nan,nan
277,Crackerbox Palace,George Harrison,1282,3:58,,nan,nan
278,Hurts To Be In Love,Gino Vanelli,62,3:43,,nan,nan
279,Black Cars,Gino Vannelli,68,3:10,,nan,nan
280,Wild Horses,Gino Vannelli,407,4:40,,nan,nan
281,Letter Full of Tears,Gladys Knight & The Pips,112,2:46,,nan,nan
282,Best Thing That Ever Happened To Me,Gladys Knight & The Pips,380,3:47,,nan,nan
283,Baby Don't Change Your Mind,Gladys Knight & The Pips,705,3:15,,nan,nan
284,If I Were Your Woman,Gladys Night & The Pips,343,3:14,,nan,nan
285,Galveston,Glen Campbell,224,2:42,,nan,nan
286,Rhinestone Cowboy,Glen Campbell,246,3:15,,nan,nan
287,Sunflower,Glen Campbell,347,2:52,,nan,nan
288,It's Only Make Believe,Glen Campbell,623,2:27,,nan,nan
289,Wichita Lineman,Glen Campbell,1114,3:07,,nan,nan
290,Never Can Say Goodbye,Gloria Gaynor,190,2:58,,nan,nan
291,Chicago,Graham Nash,25,4:01,,nan,nan
292,Walk Like A Man,Grand Funk Railroad,762,4:05,,nan,nan
293,Lucky,Greg Kihn,1027,4:27,,nan,nan
294,Happy Man,Greg Kihn Band,1246,2:55,,nan,nan
295,Kiss On My List,Hall & Oates,18,3:51,,nan,nan
296,Rich Girl,Hall and Oates,485,2:27,,nan,nan
297,I've Been Everywhere,Hank Snow,1059,2:47,,nan,nan
298,Sunday Morning Sunshine,Harry Chapin,412,3:48,,nan,nan
299,Crazy On You,Heart,33,4:52,,nan,nan
300,Magic Man,Heart,215,5:29,,nan,nan
301,There's the Girl,Heart,281,3:55,,nan,nan
302,Who Will You Run To,Heart,1089,4:05,,nan,nan
303,I Like The Way (The Kissing Game),Hi-Five,856,3:58,,nan,nan
304,I Want a New Drug,Huey Lewis & The News,430,4:46,,nan,nan
305,Need You Tonight,INXS,687,3:10,,nan,nan
306,Yvonne Elliman,If I Can't Have You,34,3:00,,nan,nan
307,I Want To Take You Higher,Ike & Tina Turner,204,2:53,,nan,nan
308,It's Gonna Work Out Fine,Ike & Tina Turner,212,3:04,,nan,nan
309,Wish Someone Would Care,Irma Thomas,598,2:14,,nan,nan
310,In-A-Gadda-Da-Vida,Iron Butterfly,261,2:54,,nan,nan
311,Do your thing,Isaac Hayes,216,3:20,,nan,nan
312,The Look Of Love,Isaac Hayes,978,11:14,,nan,nan
313,Last Kiss,J. Frank Wilson & The Cavaliers,54,2:28,,nan,nan
314,One Last Kiss,J. Geils Band,478,4:24,,nan,nan
315,Freeze-Frame,J. Geils Band,1002,3:60,,nan,nan
316,Baby Workout,Jackie Wilson,672,3:51,,nan,nan
317,Here Come Those Tears Again,Jackson Browne,395,3:37,,nan,nan
318,Redneck Friend,Jackson Browne,545,4:01,,nan,nan
319,Boulevard,Jackson Browne,561,3:21,,nan,nan
320,Running On Empty,Jackson Browne,1155,4:59,,nan,nan
321,I Don't mind,James Brown,3,2:31,,nan,nan
322,Cold Sweat - Part 1,James Brown,79,2:52,,nan,nan
323,I Got You (I Feel Good),James Brown,314,2:49,,nan,nan
324,My Thang,James Brown,490,4:39,,nan,nan
325,Baby You're Right,James Brown,533,2:59,,nan,nan
326,Think,James Brown,640,2:46,,nan,nan
327,Get Up (I Feel Like Being Like A) Sex Machine (Part 1),James Brown,857,5:19,,nan,nan
328,Down And Out In New York City,James Brown,1032,4:46,,nan,nan
329,Country Road,James Taylor,901,3:23,,nan,nan
330,Little Old Lady From Pasadena,Jan & Dean,635,2:47,,nan,nan
331,"The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Association",Jan & Dean,689,2:45,,nan,nan
332,Sidewalk Surfin',Jan & Dean,1272,2:42,,nan,nan
333,Kozmic Blues,Janis Joplin,397,4:24,,nan,nan
334,People Get Ready,Jeff Beck,698,4:56,,nan,nan
335,Count On Me,Jefferson Starship,1045,3:18,,nan,nan
336,Let's Get Serious,Jermaine Jackson,811,3:36,,nan,nan
337,Mr. Bojangles,Jerry Jeff Walker,294,3:54,,nan,nan
338,Ko-Ko Joe,Jerry Reed,713,2:35,,nan,nan
339,"Right Here, Right Now",Jesus Jones,1169,3:06,,nan,nan
340,Living In The Past,Jethro Tull,706,3:23,,nan,nan
341,Come Monday,Jimmy Buffett,758,3:09,,nan,nan
342,Just A Dream,Jimmy Clanton,185,2:32,,nan,nan
343,"Wonderful World, Beautiful People",Jimmy Cliff,203,3:11,,nan,nan
344,Handy Man,Jimmy Jones,250,2:02,,nan,nan
345,Baby What You Want Me To Do,Jimmy Reed,1024,2:50,,nan,nan
346,I've Passed This Way Before,Jimmy Ruffin,1044,2:49,,nan,nan
347,Walk On The Wild Side (Part 1),Jimmy Smith,455,5:57,,nan,nan
348,There But For Fortune,Joan Baez,1087,3:15,,nan,nan
349,With A Little Help From My Friends,Joe Cocker,675,3:13,,nan,nan
350,Annie's Song,John Denver,182,3:02,,nan,nan
351,Back Home Again,John Denver,235,4:46,,nan,nan
352,It Amazes Me,John Denver,245,2:40,,nan,nan
353,Seasons Of The Heart,John Denver,463,3:51,,nan,nan
354,Some Days Are Diamonds (Some Days Are Stone),John Denver,711,4:03,,nan,nan
355,Rocky Mountain High,John Denver,720,4:46,,nan,nan
356,The Ways Of A Woman In Love,Johnny Cash,787,2:17,,nan,nan
357,I Got Stripes,Johnny Cash,1160,2:05,,nan,nan
358,The Battle Of New Orleans,Johnny Horton,500,2:33,,nan,nan
359,Johnny Reb,Johnny Horton,1287,2:21,,nan,nan
360,Lookin' for Love,Johnny Lee,12,3:32,,nan,nan
361,Worried Guy,Johnny Tillotson,267,2:30,,nan,nan
362,"I Rise, I Fall",Johnny Tillotson,355,2:18,,nan,nan
363,Jimmy's Girl,Johnny Tillotson,410,2:45,,nan,nan
364,Out Of My Mind,Johnny Tillotson,638,2:37,,nan,nan
365,It Keeps Right On A-Hurtin',Johnny Tillotson,1041,2:50,,nan,nan
366,Talk Back Trembling Lips,Johnny Tillotson,1141,2:39,,nan,nan
367,"(You're So Square) Baby, I Don't Care",Joni Mitchell,417,2:38,,nan,nan
368,Big Yellow Taxi,Joni Mitchell,668,2:48,,nan,nan
369,You've Got Another Thing Comin',Judas Priest,861,5:11,,nan,nan
370,Break It To Me Gently,Juice Newton,303,4:03,,nan,nan
371,Queen Of Hearts,Juice Newton,690,3:30,,nan,nan
372,Lambada,Kaoma,1270,3:24,,nan,nan
373,Running Up That Hill,Kate Bush,531,5:01,,nan,nan
374,You Decorated My Life,Kenny Rogers,238,3:40,,nan,nan
375,Through The Years,Kenny Rogers,338,4:46,,nan,nan
376,Scarlet Fever,Kenny Rogers,372,3:58,,nan,nan
377,Sweet Music Man,Kenny Rogers,472,4:20,,nan,nan
378,I Don't Need You,Kenny Rogers,494,3:29,,nan,nan
379,Lucille,Kenny Rogers,731,3:43,,nan,nan
380,Lady,Kenny Rogers,1258,3:55,,nan,nan
381,Rocket Ride,Kiss,610,4:07,,nan,nan
382,Jungle Boogie,Kool and the Gang,331,3:06,,nan,nan
383,Loving Her Was Easier,Kris Kristofferson,1135,3:47,,nan,nan
384,See See Rider,LaVern Baker,425,2:29,,nan,nan
385,I Cried A Tear,LaVern Baker,822,2:36,,nan,nan
386,Gloria,Laura Branigan,995,3:54,,nan,nan
387,Over The Hills and Far Away,Led Zeppelin,53,5:08,,nan,nan
388,Trampled Under Foot,Led Zeppelin,525,5:35,,nan,nan
389,Dyer Maker,Led Zepplin,749,4:23,,nan,nan
390,You Make Me Feel Like Dancing,Leo Sayer,986,2:54,,nan,nan
391,You Don't Own Me,Lesley Gore,1211,2:32,,nan,nan
392,California Nights,Leslie Gore,813,2:50,,nan,nan
393,Something About You,Level 42,158,3:47,,nan,nan
394,When Will I Be Loved,Linda Ronstadt,324,2:05,,nan,nan
395,"Out Of Sight, Out Of Mind",Little Anthony & The Imperials,927,2:40,,nan,nan
396,Bongo Stomp,Little Joey & The Flips,67,2:17,,nan,nan
397,Reminiscing,Little River Band,77,3:32,,nan,nan
398,We Two,Little River Band,104,4:34,,nan,nan
399,Help Is On The Way,Little River Band,187,4:02,,nan,nan
400,The Other Guy,Little River Band,310,2:49,,nan,nan
401,Happy Anniversary,Little River Band,1174,4:01,,nan,nan
402,Brandy,Looking Glass,128,3:08,,nan,nan
403,Will The Wolf Survive,Los Lobos,1119,3:43,,nan,nan
404,Hello Dolly,Louis Armstrong,650,2:28,,nan,nan
405,That Old Black Magic,Louis Prima & Keely Smith,746,2:57,,nan,nan
406,Sweet Home Alabama,Lynyrd Skynyrd,107,4:44,,nan,nan
407,Oh Father,Madonna,1140,4:59,,nan,nan
408,Live To Tell,Madonna,1173,5:52,,nan,nan
409,Walking In Memphis,Marc Cohn,775,4:16,,nan,nan
410,Paper Roses,Marie Osmond,1245,2:42,,nan,nan
411,Good Vibrations,Marky Mark & The Funky Bunch,352,4:30,,nan,nan
412,Nowhere To Run,Martha Reeves & The Vandellas,74,2:59,,nan,nan
413,Big Iron,Marty Robbins,814,3:57,,nan,nan
414,I Walk Alone,Marty Robbins,1054,3:20,,nan,nan
415,I Want You,Marvin Gaye,319,3:59,,nan,nan
416,Mercy Mercy Me (The Ecology),Marvin Gaye,819,2:31,,nan,nan
417,It Takes Two,Marvin Gaye & Kim Weston,280,3:00,,nan,nan
418,If I Could Build My Whole World Around You,Marvin Gaye & Tammy Terrell,619,2:26,,nan,nan
419,Torn Between Two Lovers,Mary MacGregor,1138,3:43,,nan,nan
420,Shape Of Things To Come,Max Frost & The Troopers,257,1:54,,nan,nan
421,You Took The Words Right Out Of My Mouth,Meat Loaf,807,4:50,,nan,nan
422,Paradise by the Dashboard Light,Meatloaf,71,9:31,,nan,nan
423,Comin' Home Baby,Mel Torme,213,2:44,,nan,nan
424,No Charge,Melba Montgomery,167,3:14,,nan,nan
425,One,Metallica,884,7:24,,nan,nan
426,I Just Can't Stop Loving You,Michael Jackson,85,4:14,,nan,nan
427,Wanna Be Startin' Somethin',Michael Jackson,223,6:02,,nan,nan
428,Beat It,Michael Jackson,629,4:18,,nan,nan
429,Human Nature,Michael Jackson,637,4:06,,nan,nan
430,Man In The Mirror,Michael Jackson,1188,5:20,,nan,nan
431,Almost by Being In Love,Michael Johnson,547,3:54,,nan,nan
432,Maniac,Michael Sembello,553,4:13,,nan,nan
433,Girl You Know It s True,Milli Vanilli,913,4:13,,nan,nan
434,Girl I m Gonna Miss You,Milli Vanilli,1039,3:58,,nan,nan
