,title,artist,number,duration,t_eps,href,status
48,Lovely Day,Bill Withers,823,4:07,0.0,https://ipleer.fm/song/1859219/Bill_Withers_-_Lovely_Day/,Downloaded
49,Ain't No Sunshine,Bill Withers,1058,2:06,,https://ipleer.fm/search/q/Bill+Withers+Aint+No+Sunshine/,No_correct_songs_found
50,Flesh For Fantasy,Billy Idol,464,4:38,0.0,https://ipleer.fm/song/3013232/Billy_Idol_-_Flesh_For_Fantasy/,Downloaded
51,White Wedding,Billy Idol,701,4:13,0.0,https://ipleer.fm/song/107388514/Billy_Idol_-_White_Wedding_The_Best_Of_Billy_Idol/,Downloaded
52,Catch My Fall,Billy Idol,794,3:42,0.0,https://ipleer.fm/song/65109984/Billy_Idol_-_Catch_My_Fall/,Downloaded
53,Hot In The City,Billy Idol,920,3:38,0.0,https://ipleer.fm/song/15808924/Billy_Idol_-_Hot_In_The_City/,Downloaded
54,Rebel Yell,Billy Idol,1167,4:51,1.0,https://ipleer.fm/song/111810909/Billy_Idol_-_Rebel_Yell/,Downloaded
55,An Innocent Man,Billy Joel,10,5:18,0.0,https://ipleer.fm/song/27653342/Billy_Joel_-_An_Innocent_Man/,Downloaded
56,Pressure,Billy Joel,205,4:41,0.0,https://ipleer.fm/song/2608181/Billy_Joel_-_Pressure/,Downloaded
57,Just The Way You Are,Billy Joel,240,4:51,0.0,https://ipleer.fm/song/2608153/Billy_Joel_-_Just_The_Way_You_Are/,Downloaded
58,Don't Ask Me Why,Billy Joel,969,2:59,0.0,https://ipleer.fm/song/41210674/Billy_Joel_-_Don_t_Ask_Me_Why/,Downloaded
59,With You I'm Born Again,Billy Preston,540,3:42,0.0,https://ipleer.fm/song/2038215/SW_-_Syreeta_Billy_Preston_-_With_You_I_m_Born_Again/,Downloaded
60,Don't Say You Love Me,Billy Squier,452,4:33,3.0,https://ipleer.fm/search/q/Billy+Squier+Dont+Say+You+Love+Me/,No_correct_songs_found
61,The Stroke,Billy Squier,963,3:28,5.0,https://ipleer.fm/search/q/Billy+Squier+The+Stroke/,No_correct_songs_found
62,My Kinda Lover,Billy Squier,1051,3:31,0.0,https://ipleer.fm/song/38103192/Billy_Squier_-_My_Kinda_Lover/,Downloaded
63,I Can Help,Billy Swan,601,2:58,0.0,https://ipleer.fm/song/168531/Billy_Swan_-_I_Can_Help/,Downloaded
64,Silent Night,Bing Crosby,123,2:42,0.0,https://ipleer.fm/song/57229355/Bing_Crosby_The_Voice_of_Christmas_-_Silent_Night/,Downloaded
65,White Christmas,Bing Crosby,241,3:02,0.0,https://ipleer.fm/song/3069514/Bing_Crosby_-_White_Christmas/,Downloaded
66,Just A Friend,Biz Markie,827,4:01,0.0,https://ipleer.fm/song/4701052/Biz_Markie_-_Just_A_Friend/,Downloaded
67,One Way or Another,Blondie,743,3:28,0.0,https://ipleer.fm/song/28619492/Blondie_-_One_Way_or_Another/,Downloaded
68,Island Of Lost Souls,Blondie,1203,3:50,1.0,https://ipleer.fm/song/75775384/Blondie_-_Island_Of_Lost_Souls/,Downloaded
69,Summertime Blues,Blue Cheer,1170,3:46,,,List_page_not_found
70,Willie Nelson,Blue Eyes Cryin',126,2:21,,https://ipleer.fm/search/q/Blue+Eyes+Cryin+Willie+Nelson/,No_correct_songs_found
71,You Can't Judge A Book By The Cover,Bo Diddley,179,3:11,,https://ipleer.fm/search/q/Bo+Diddley+You+Cant+Judge+A+Book+By+The+Cover/,No_correct_songs_found
72,Gotta Serve Somebody,Bob Dylan,282,5:26,0.0,https://ipleer.fm/song/13937559/Bob_Dylan_-_Gotta_Serve_Somebody/,Downloaded
73,Old Time Rock & Roll,Bob Seger,249,3:15,,,List_page_not_found
74,Like A Rock,Bob Seger,941,5:55,0.0,https://ipleer.fm/song/189184/Bob_Seger_-_Like_A_Rock/,Downloaded
75,Rock And Roll Never Forgets,Bob Seger,1071,3:36,1.0,https://ipleer.fm/song/22602793/Bob_Seger_-_Rock_And_Roll_Never_Forgets/,Downloaded
76,Night Moves,Bob Seger,1171,5:26,0.0,https://ipleer.fm/song/11951529/Bob_Seger_-_Night_Moves/,Downloaded
77,Against The Wind,Bob Seger,1177,5:34,0.0,https://ipleer.fm/song/37569313/Bob_Seger_-_Against_The_Wind/,Downloaded
78,Even Now,Bob Seger,1208,4:33,0.0,https://ipleer.fm/song/87645037/Bob_Seger_The_Silver_Bullet_Band_-_Even_Now/,Downloaded
79,American Storm,Bob Seger,1277,4:18,0.0,https://ipleer.fm/song/18681452/Bob_Seger_the_Silver_Bullet_Band_-_American_Storm/,Downloaded
80,Trying To Live My Life Without You,Bob Seger & The Silver Bullet Band,830,4:04,,https://ipleer.fm/search/q/Bob+Seger+&+The+Silver+Bullet+Band+Trying+To+Live+My+Life+Without+You/,No_correct_songs_found
81,I Love You So,Bobbi Martin,56,2:56,,https://ipleer.fm/search/q/Bobbi+Martin+I+Love+You+So/,No_correct_songs_found
82,Ode To Billie Joe,Bobbie Gentry,1168,4:16,0.0,https://ipleer.fm/song/190282/Bobbie_Gentry_-_Ode_To_Billie_Joe/,Downloaded
83,Detroit City,Bobby Bare,133,2:48,0.0,https://ipleer.fm/song/35641416/Bobby_Bare_-_Detroit_City/,Downloaded
84,If I Were A Carpenter,Bobby Darin,1265,3:01,,https://ipleer.fm/search/q/Bobby+Darin+If+I+Were+A+Carpenter/,No_correct_songs_found
85,That's the Way I Feel About Cha,Bobby Womack,297,3:36,,,List_page_not_found
86,Sweet Caroline (Good Times Never Seemed So Good),Bobby Womack,915,3:10,,,List_page_not_found
87,Heaven Must Have Sent You,Bonnie Pointer,1232,3:36,0.0,https://ipleer.fm/song/14400796/Bonnie_Pointer_-_Heaven_Must_Have_Sent_You/,Downloaded
88,Nick of Time,Bonnie Raitt,627,3:53,,,List_page_not_found
89,Feelin' Satisfied,Boston,952,4:12,,,List_page_not_found
90,Amanda,Boston,1234,4:16,0.0,https://ipleer.fm/song/15110974/Boston_-_Amanda/,Downloaded
91,Motown Philly,Boyz II Men,97,3:54,,,List_page_not_found
92,If,Bread,106,2:36,0.0,https://ipleer.fm/song/2782522/Bread_-_If_1971_Manna/,Downloaded
93,Sweet Surrender,Bread,847,2:37,0.0,https://ipleer.fm/song/84176894/Bread_David_Gates_-_Sweet_Surrender/,Downloaded
94,Sweet Nothin's,Brenda Lee,162,2:26,0.0,https://ipleer.fm/song/40393280/Brenda_Lee_-_Sweet_Nothin_s/,Downloaded
95,As Usual,Brenda Lee,288,2:38,3.0,https://ipleer.fm/search/q/Brenda+Lee+As+Usual/,No_correct_songs_found
96,Dum Dum,Brenda Lee,356,2:28,1.0,https://ipleer.fm/song/44278721/Brenda_Lee_-_Dum_Dum/,Downloaded
97,Losing You,Brenda Lee,371,2:35,2.0,https://ipleer.fm/song/29133625/Brenda_Lee_-_Losing_You/,Downloaded
98,Heart in Hand,Brenda Lee,484,2:31,3.0,https://ipleer.fm/search/q/Brenda+Lee+Heart+in+Hand/,No_correct_songs_found
99,Too Many Rivers,Brenda Lee,696,2:52,2.0,https://ipleer.fm/song/44480199/Brenda_Lee_-_Too_Many_Rivers/,Downloaded
100,Everybody Loves Me but You,Brenda Lee,790,2:34,3.0,https://ipleer.fm/search/q/Brenda+Lee+Everybody+Loves+Me+but+You/,No_correct_songs_found
101,Coming On Strong,Brenda Lee,968,2:05,1.0,https://ipleer.fm/song/11277404/Brenda_Lee_-_Coming_On_Strong/,Downloaded
102,All Alone Am I,Brenda Lee,1253,2:46,0.0,https://ipleer.fm/song/206674/Brenda_Lee_-_All_Alone_Am_I/,Downloaded
103,Theme From Electric Surfboard,Brother Jack McDuff,251,3:34,3.0,https://ipleer.fm/search/q/Brother+Jack+McDuff+Theme+From+Electric+Surfboard/,No_correct_songs_found
104,Smokin' In The Boys Room,Brownsville station,256,2:59,,https://ipleer.fm/search/q/Brownsville+station+Smokin+In+The+Boys+Room/,No_correct_songs_found
105,Hey Baby,Bruce Channel,789,2:23,0.0,https://ipleer.fm/song/212955/Bruce_Channel_-_Hey_Baby/,Downloaded
106,I m Goin Down,Bruce Springsteen,426,3:32,0.0,https://ipleer.fm/song/2185059/Bruce_Springsteen_-_I_m_Goin_Down/,Downloaded
107,My Hometown,Bruce Springsteen,1066,4:34,1.0,https://ipleer.fm/song/213542/Bruce_Springsteen_-_My_Hometown/,Downloaded
108,Think Of Me,Buck Owens,1154,2:20,1.0,https://ipleer.fm/song/3224436/Buck_Owens_-_Think_Of_Me/,Downloaded
109,I've Got A Tiger By The Tail,Buck Owens,1225,2:15,1.0,https://ipleer.fm/song/105231127/Buck_Owens_And_The_Buckaroos_-_I_ve_Got_A_Tiger_By_The_Tail_Mono_Single_Version/,Downloaded
110,Young Hearts Run Free,Candi Staton,390,3:42,1.0,https://ipleer.fm/song/228894/Candi_Staton_-_Young_Hearts_Run_Free/,Downloaded
111,Let's work Together,Canned Heat,577,2:50,,https://ipleer.fm/search/q/Canned+Heat+Lets+work+Together/,No_correct_songs_found
112,On The Road Again,Canned Heat,688,5:03,2.0,https://ipleer.fm/song/45232993/Canned_Heat_-_On_The_Road_Again/,Downloaded
113,Everlasting Love,Carl Carlton,607,2:35,,,List_page_not_found
114,A Very Special Love Song,Charlie Rich,779,2:46,0.0,https://ipleer.fm/song/43864459/Charlie_Rich_-_A_Very_Special_Love_Song/,Downloaded
115,Lonely Weekends,Charlie Rich,1113,2:10,0.0,https://ipleer.fm/song/45223356/Charlie_Rich_-_Lonely_Weekends/,Downloaded
116,Behind Closed Doors,Charlie Rich,1218,2:56,1.0,https://ipleer.fm/song/62788040/Charlie_Rich_-_Behind_Closed_Doors_1974/,Downloaded
117,I Want You To Want Me,Cheap Trick,188,3:44,0.0,https://ipleer.fm/song/49529564/Various_Artists_-_333_-_Cheap_Trick_-_I_Want_You_To_Want_Me/,Downloaded
118,Dream Police,Cheap Trick,317,3:51,0.0,https://ipleer.fm/song/255444/Cheap_Trick_-_Dream_Police/,Downloaded
119,Stop This Game,Cheap Trick,539,3:58,0.0,https://ipleer.fm/song/27256411/Cheap_Trick_-_Stop_This_Game/,Downloaded
120,Surrender,Cheap Trick,555,4:16,0.0,https://ipleer.fm/song/105887385/Cheap_Trick_-_Surrender/,Downloaded
121,Just Like Jesse James,Cher,821,4:06,0.0,https://ipleer.fm/song/41542417/Cher_-_Just_Like_Jesse_James/,Downloaded
122,If I Could Turn Back Time,Cher,843,4:01,,,List_page_not_found
123,Along Comes A Woman,Chicago,198,3:49,1.0,https://ipleer.fm/song/12220106/Chicago_-_Along_Comes_A_Woman/,Downloaded
124,Another Rainy Day in New York City,Chicago,208,3:02,0.0,https://ipleer.fm/song/64331197/Chicago_-_Another_Rainy_Day_In_New_York_City/,Downloaded
125,Feelin' Stronger Every Day,Chicago,366,4:14,,,List_page_not_found
126,Old Days,Chicago,445,3:31,0.0,https://ipleer.fm/song/63023643/Chicago_-_Old_Days/,Downloaded
127,Does Anybody Really Know What Time It Is,Chicago,700,3:20,,,List_page_not_found
128,Make Me Smile,Chicago,1085,4:26,1.0,https://ipleer.fm/song/11038643/Chicago_-_Make_Me_Smile/,Downloaded
129,Alive Again,Chicago,1240,4:06,,https://ipleer.fm/search/q/Chicago+Alive+Again/,No_correct_songs_found
130,Talk to me,Chico DeBarge,590,3:53,,https://ipleer.fm/search/q/Chico+DeBarge+Talk+to+me/,No_correct_songs_found
131,Swing Talkin' Guy,Chiffons,26,2:28,,https://ipleer.fm/search/q/Chiffons+Swing+Talkin+Guy/,No_correct_songs_found
132,Land Of 1000 Dances,Chris Kenner,1111,2:29,0.0,https://ipleer.fm/song/66644138/Chris_Kenner_-_Land_Of_A_1000_Dances_VA-Atlantic_Rhythm_Blues_1947-1974/,Downloaded
133,The Twist,Chubby Checker,948,2:36,0.0,https://ipleer.fm/song/272279/Chubby_Checker_-_The_Twist/,Downloaded
134,Sweet Little Rock N' Roll,Chuck Berry,115,2:22,,,List_page_not_found
135,Almost Grown,Chuck Berry,792,2:21,,,List_page_not_found
136,Reelin' & Rockin',Chuck Berry,1110,3:17,,,List_page_not_found
137,Patches,Clarence Carter,276,3:13,0.0,https://ipleer.fm/song/111094213/Clarence_Carter_-_Patches/,Downloaded
138,Too Weak To Fight,Clarence Carter,585,2:18,0.0,https://ipleer.fm/song/68786725/Clarence_Carter_-_Too_Weak_To_Fight/,Downloaded
139,Carrie,Cliff Richard,51,3:45,0.0,https://ipleer.fm/song/65199174/Cliff_Richard_-_Carrie/,Downloaded
140,Living Doll,Cliff Richard,740,2:39,0.0,https://ipleer.fm/song/23975912/Cliff_Richard_-_Living_Doll/,Downloaded
141,Devil Woman,Cliff Richard,1073,3:35,0.0,https://ipleer.fm/song/281381/Cliff_Richard_-_Devil_Woman/,Downloaded
142,Daddy's Home,Cliff Richard,1161,3:01,1.0,https://ipleer.fm/song/68192258/Cliff_Richard_-_Daddy_s_Home/,Downloaded
143,We Don't Talk Anymore,Cliff Richard,1273,4:14,,https://ipleer.fm/search/q/Cliff+Richard+We+Dont+Talk+Anymore/,No_correct_songs_found
144,I Adore Mi Amor,Color Me Badd,476,4:51,0.0,https://ipleer.fm/song/14231409/Color_Me_Badd_-_I_Adore_Mi_Amore/,Downloaded
145,Still,Commodores,507,3:48,1.0,https://ipleer.fm/song/23832798/The_Commodores_-_Still_from_1979_Midnight_Magic_album/,Downloaded
146,Lady (You Bring Me Up),Commodores,716,4:01,0.0,https://ipleer.fm/song/51176134/Commodores_-_Lady_You_Bring_Me_Up/,Downloaded
147,In Your Soul,Corey Hart,469,3:55,0.0,https://ipleer.fm/song/82720224/Corey_Hart_-_In_Your_Soul/,Downloaded
148,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,932,2:46,6.0,https://ipleer.fm/search/q/Cornelius+Brothers+&+Sister+Rose+Treat+Her+Like+A+Lady/,No_correct_songs_found
149,Going To Chicago Blues,Count Basie,1149,4:14,1.0,https://ipleer.fm/song/70643352/Count_Basie_His_Orchestra_-_Going_To_Chicago_Blues/,Downloaded
150,Sunshine of Your Love,Cream,114,4:13,4.0,https://ipleer.fm/search/q/Cream+Sunshine+of+Your+Love/,No_correct_songs_found
151,I Put A Spell On You,Creedence Clearwater Revival,61,4:14,0.0,https://ipleer.fm/song/45846102/Creedence_Clearwater_Revival_-_I_Put_A_Spell_On_You_Woodstock_69/,Downloaded
152,Bad Moon Rising,Creedence Clearwater Revival,852,2:13,0.0,https://ipleer.fm/song/28063693/Creedence_Clearwater_Revival_-_Bad_Moon_Rising/,Downloaded
153,Got It Made,Crosby Stills and Nash,451,4:34,,https://ipleer.fm/search/q/Crosby+Stills+and+Nash+Got+It+Made/,No_correct_songs_found
154,Suite,"Crosby, Stills & Nash",518,7:29,1.0,https://ipleer.fm/song/107773500/Crosby_Stills_Nash_Crosby_Stills_Nash_-_Suite_Judy_Blue_Eyes/,Downloaded
155,Southern Cross,"Crosby, Stills & Nash",589,4:41,0.0,https://ipleer.fm/song/42776540/Crosby_Stills_Nash_-_Southern_Cross/,Downloaded
156,Teach Your Children,"Crosby, Stills & Nash",905,2:54,0.0,https://ipleer.fm/song/2164206/Crosby_Stills_Nash_-_Teach_Your_Children_Well/,Downloaded
157,Karma Chameleon,Culture Club,979,4:15,0.0,https://ipleer.fm/song/1877743/Culture_Club_-_Karma_Chameleon/,Downloaded
158,I'll Tumble 4 Ya,Culture Club,1223,2:36,0.0,https://ipleer.fm/song/41209920/Culture_Club_-_I_ll_Tumble_4_Ya/,Downloaded
159,She Bop,Cyndi Lauper,16,3:49,0.0,https://ipleer.fm/song/25761206/Cyndi_Lauper_-_She_Bop./,Downloaded
160,All Through The Night,Cyndi Lauper,309,4:30,0.0,https://ipleer.fm/song/6233418/Cyndi_Lauper_-_All_Through_The_Night/,Downloaded
161,The Goonies `R Good Enough,Cyndi Lauper,401,3:38,,https://ipleer.fm/search/q/Cyndi+Lauper+The+Goonies+`R+Good+Enough/,No_correct_songs_found
162,True Colors,Cyndi Lauper,803,3:48,0.0,https://ipleer.fm/song/29631316/Cyndi_Lauper_-_True_Colors/,Downloaded
163,I Drove All Night,Cyndi Lauper,1011,4:13,0.0,https://ipleer.fm/song/9557587/Cyndi_Lauper_-_I_Drove_All_Night/,Downloaded
164,Maneater,Daryl Hall & John Oates,633,4:34,0.0,https://ipleer.fm/song/71364352/Daryl_Hall_John_Oates_-_Maneater/,Downloaded
165,Sara Smile,Daryl Hall & John Oates,708,3:06,0.0,https://ipleer.fm/song/99093007/Daryl_Hall_John_Oates_-_Sara_Smile/,Downloaded
166,Six Days On The Road,Dave Dudley,570,2:24,0.0,https://ipleer.fm/song/11510992/Dave_Dudley_-_Six_Days_On_The_Road/,Downloaded
167,Space Oddity,David Bowie,86,5:15,3.0,https://ipleer.fm/search/q/David+Bowie+Space+Oddity/,No_correct_songs_found
168,Golden Years,David Bowie,415,3:29,0.0,https://ipleer.fm/song/11853698/David_Bowie_-_Golden_Years/,Downloaded
169,Blue Jean,David Bowie,818,3:12,0.0,https://ipleer.fm/song/8764992/David_Bowie_-_Blue_Jean/,Downloaded
170,Modern Love,David Bowie,970,4:49,0.0,https://ipleer.fm/song/1877877/David_Bowie_-_Modern_Love/,Downloaded
171,Carry Me,"David Crosby,Graham Nash",1124,3:35,,"https://ipleer.fm/search/q/David+Crosby,Graham+Nash+Carry+Me/",No_correct_songs_found
172,Stand By Me,"David Ruffin, Jimmy Ruffin",119,3:49,,"https://ipleer.fm/search/q/David+Ruffin,+Jimmy+Ruffin+Stand+By+Me/",No_correct_songs_found
173,Me Myself And I,De La Soul,887,3:41,0.0,https://ipleer.fm/song/1787322/De_La_Soul_-_Me_Myself_And_I/,Downloaded
174,Everybody Loves Somebody,Dean Martin,618,2:42,0.0,https://ipleer.fm/song/1915172/Dean_Martin_-_Everybody_Loves_Somebody/,Downloaded
175,I Will,Dean Martin,734,2:23,1.0,https://ipleer.fm/song/38205475/Dean_Martin_-_I_Will/,Downloaded
176,Time Will Reveal,Debarge,1013,4:08,,,List_page_not_found
177,World In My Eyes,Depeche Mode,442,3:60,,,List_page_not_found
178,Upside Down,Diana Ross,1285,3:43,1.0,https://ipleer.fm/song/37943625/Diana_Ross_-_Upside_Down/,Downloaded
179,The Humpty Dance,Digital Underground,304,6:28,0.0,https://ipleer.fm/song/29696081/Digital_Underground_-_The_Humpty_Dance/,Downloaded
180,Unforgettable,Dinah Washington,192,2:44,0.0,https://ipleer.fm/song/14220062/Dinah_Washington_-_Unforgettable/,Downloaded
181,Where Are You,Dinah Washington,722,2:16,0.0,https://ipleer.fm/song/38478888/Dinah_Washington_-_Where_Are_You/,Downloaded
182,Runaround Sue,Dion,145,2:43,1.0,https://ipleer.fm/song/89865546/Dion_the_Belmonts_1961_-_Runaround_Sue/,Downloaded
183,Love Came To Me,Dion,253,2:46,1.0,https://ipleer.fm/song/374851/Dion_And_The_Belmonts_-_Love_Came_To_Me/,Downloaded
184,Where Or When,Dion,434,2:40,0.0,https://ipleer.fm/song/29732002/Dion_The_Belmonts_-_Where_Or_When/,Downloaded
185,Ruby Baby,Dion,439,2:37,1.0,https://ipleer.fm/song/44374243/Dion_-_Ruby_Baby/,Downloaded
186,This Little Girl,Dion,1063,2:38,0.0,https://ipleer.fm/song/3108292/Dion_the_Belmonts_-_This_Little_Girl/,Downloaded
187,(I was) Born To Cry,Dion,1101,2:27,,https://ipleer.fm/search/q/Dion+I+was+Born+To+Cry/,No_correct_songs_found
188,"Abraham, Martin And John",Dion,1146,3:20,1.0,https://ipleer.fm/song/48729318/Dion_-_Abraham_Martin_And_John/,Downloaded
189,Lovers Who Wander,Dion,1210,2:32,0.0,https://ipleer.fm/song/18757426/Dion_-_Lovers_Who_Wander/,Downloaded
190,Baby I'm Burnin',Dolly Parton,559,2:38,1.0,https://ipleer.fm/song/52959514/Dolly_Parton_-_Baby_I_m_Burnin_The_Very_Best_The_Greatest_Hits_of_Dolly_Parton/,Downloaded
191,Starting Over Again,Dolly Parton,944,3:58,1.0,https://ipleer.fm/song/24016514/Dolly_Parton_-_Starting_Over_Again_The_Very_Best_The_Greatest_Hits_of_Dolly_Parton/,Downloaded
192,Superman,Donna Fargo,358,2:27,5.0,https://ipleer.fm/search/q/Donna+Fargo+Superman/,No_correct_songs_found
193,Last Dance,Donna Summer,501,3:20,0.0,https://ipleer.fm/song/12327056/Donna_Summer_-_Last_Dance/,Downloaded
194,Sunshine Superman,Donovan,383,4:40,0.0,https://ipleer.fm/song/95642545/Donovan_-_Sunshine_Superman/,Downloaded
195,A Lesson in Leavin,Dottie West,101,3:03,,https://ipleer.fm/search/q/Dottie+West+A+Lesson+in+Leavin/,No_correct_songs_found
196,Ten Percent,Double Exposure,1164,3:16,,https://ipleer.fm/search/q/Double+Exposure+Ten+Percent/,No_correct_songs_found
197,Years From Now,Dr. Hook,656,3:16,,https://ipleer.fm/search/q/Dr.+Hook+Years+From+Now/,No_correct_songs_found
