,title,artist,number,duration,t_eps,href,status
17,Caught Up In The Rapture,Anita Baker,647,5:18,0.0,https://patefon.net/anita-baker-caught-up-in-the-rapture/,Downloaded
18,Sweet Love,Anita Baker,837,4:26,-1.0,https://ru123.iplayer.info/song/83565/Anita_Baker_-_Sweet_Love/,Downloaded
19,I Can't Stand The Rain,Ann Peebles,377,2:34,-1.0,http://xgetmus.ru/song/-1273546659.1693104569-ann-peebles-i-cant-stand-the-rain,Downloaded
20,Could I Have This Dance,Anne Murray,199,5:03,0.0,,"[Exception('No_correct_songs_found', 'https://ipleer.fm/search/q/Anne+Murray+Could+I+Have+This+Dance/'), Exception('No_correct_songs_found', 'https://mp3co.ooo/s/Anne%20Murray%20Could%20I%20Have%20This%20Dance/'), Exception('No_correct_songs_found', 'https://patefon.net/Anne-Murray-Could-I-Have-This-Dance/'), Exception('No_correct_songs_found', 'http://xgetmus.ru/s/Anne+Murray+Could+I+Have+This+Dance/'), Exception('No_correct_songs_found', 'http://vkmusic.me/Anne-Murray-Could-I-Have-This-Dance/')]"
21,Daydream Believer,Anne Murray,312,2:27,0.0,https://ru123.iplayer.info/song/86225/Anne_Murray_-_Daydream_Believer/,Downloaded
22,A Love Song,Anne Murray,917,2:44,0.0,,"[Exception('No_correct_songs_found', 'https://ipleer.fm/search/q/Anne+Murray+A+Love+Song/'), Exception('No_correct_songs_found', 'https://mp3co.ooo/s/Anne%20Murray%20A%20Love%20Song/'), Exception('No_correct_songs_found', 'https://patefon.net/Anne-Murray-A-Love-Song/'), Exception('No_correct_songs_found', 'http://xgetmus.ru/s/Anne+Murray+A+Love+Song/'), Exception('No_correct_songs_found', 'http://vkmusic.me/Anne-Murray-A-Love-Song/')]"
23,I Never Loved A Man,Aretha Franklin,403,2:44,-1.0,https://ru123.iplayer.info/song/16665656/Aretha_Franklin_-_I_never_loved_a_man/,Downloaded
24,Chain Of Fools,Aretha Franklin,418,2:48,-1.0,https://ru123.iplayer.info/song/99065/Aretha_Franklin_-_Chain_Of_Fools/,Downloaded
25,Oh Me Oh My (I'm A Fool For You Baby),Aretha Franklin,1042,3:42,-1.0,https://ru123.iplayer.info/song/29069036/Aretha_Franklin_-_Oh_Me_Oh_My_I_m_A_Fool_For_You_Baby/,Downloaded
26,Sweet Soul Music,Arthur Conley,965,2:23,-1.0,https://ru123.iplayer.info/song/1863014/Arthur_Conley_-_Sweet_Soul_Music/,Downloaded
27,How Blue Can You Get,B.B. King,510,2:43,-1.0,https://ru123.iplayer.info/song/92494318/B.B.King_-_How_blue_can_you_get/,Downloaded
28,The Thrill Is Gone,B.B. King,605,4:04,0.0,,"[Exception('No_correct_songs_found', 'https://ipleer.fm/search/q/B.B.+King+The+Thrill+Is+Gone/'), Exception('No_correct_songs_found', 'https://mp3co.ooo/s/B.B.%20King%20The%20Thrill%20Is%20Gone/'), Exception('No_correct_songs_found', 'https://patefon.net/B.B.-King-The-Thrill-Is-Gone/'), Exception('No_correct_songs_found', 'http://xgetmus.ru/s/B.B.+King+The+Thrill+Is+Gone/'), Exception('No_correct_songs_found', 'http://vkmusic.me/B.B.-King-The-Thrill-Is-Gone/')]"
29,Hooked On A Feeling,B.J. Thomas,1048,3:11,0.0,,"[Exception('List_page_not_found',), Exception('List_page_not_found',), Exception('No_correct_songs_found', 'https://patefon.net/B.J.-Thomas-Hooked-On-A-Feeling/'), Exception('No_correct_songs_found', 'http://xgetmus.ru/s/B.J.+Thomas+Hooked+On+A+Feeling/'), Exception('No_correct_songs_found', 'http://vkmusic.me/B.J.-Thomas-Hooked-On-A-Feeling/')]"
30,Roll On Down The Highway,Bachman-Turner Overdrive,351,4:00,-1.0,https://ru123.iplayer.info/song/128534/Bachman-Turner_Overdrive_-_Roll_On_Down_The_Highway/,Downloaded
31,Heartaches,Bachman-Turner Overdrive,699,3:54,-1.0,https://ru123.iplayer.info/song/41836759/Bachman-Turner_Overdrive_-_Heartaches/,Downloaded
32,Rock 'n' Roll Fantasy,Bad Company,27,3:20,-1.0,https://ru123.iplayer.info/song/2140674/Bad_Company_-_Rock_n_Roll_Fantasy/,Downloaded
33,Maybe Tomorrow,Badfinger,723,2:49,1.0,https://ru123.iplayer.info/song/77115311/Badfinger_-_Magic_Christian_Music_US_LP_-_Maybe_Tomorrow/,Downloaded
34,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,572,3:52,0.0,,"[Exception('List_page_not_found',), Exception('List_page_not_found',), Exception('No_correct_songs_found', 'https://patefon.net/Baltimora-Tarzan-Boy-From-""Teenage-Mutant-Ninja-Turtles-III""/'), Exception('No_correct_songs_found', 'http://xgetmus.ru/s/Baltimora+Tarzan+Boy+From+""Teenage+Mutant+Ninja+Turtles+III""/'), Exception('No_correct_songs_found', 'http://vkmusic.me/Baltimora-Tarzan-Boy-From-""Teenage-Mutant-Ninja-Turtles-III""/')]"
35,A Trick Of The Night,Bananarama,99,4:09,-1.0,https://ru123.iplayer.info/song/115019952/Bananarama_-_A_Trick_Of_The_Night_7_Version/,Downloaded
36,Venus,Bananarama,981,3:42,0.0,https://mp3co.ooo/s/bananarama%20venus/,Downloaded
37,Hello Stranger,Barbara Lewis,984,2:41,0.0,https://mp3co.ooo/s/barbara%20lewis%20hello%20stranger/,Downloaded
38,People,Barbara Streisand,49,3:41,-1.0,https://ru123.iplayer.info/song/44415270/Barbara_Streisand_-_People/,Downloaded
39,Funny Girl,Barbra Streisand,1118,2:45,-1.0,https://ru123.iplayer.info/song/59940177/Barbra_Streisand_-_Funny_Girl/,Downloaded
40,"You're The First, The Last, My Everything",Barry White,796,3:24,-1.0,http://xgetmus.ru/song/6411054.1640187927-barry-white-youre-the-first-the-last-my-everything,Downloaded
41,Saturday Night,Bay City Rollers,1228,2:58,0.0,https://patefon.net/bay-city-rollers-saturday-night/,Downloaded
42,Brass Monkey,Beastie Boys,634,2:39,-1.0,https://patefon.net/beastie-boys-brass-monkey/,Downloaded
43,Love Me Do,Beatles,50,2:23,-1.0,https://ru123.iplayer.info/song/32330899/Beatles_-_Love_Me_Do/,Downloaded
44,Gordon Lightfoot,Beautiful,180,3:23,-1.0,https://ru123.iplayer.info/song/554771/Gordon_Lightfoot_-_Beautiful/,Downloaded
45,Amor,Ben E. King,583,3:05,0.0,https://ru123.iplayer.info/song/24349099/Ben_E._King_-_Amor_OST_Valentine_s_Day/,Downloaded
46,Oh My Angel,Bertha Tillman,511,2:22,0.0,https://patefon.net/bertha-tillman-oh-my-angel/,Downloaded
47,The Rose,Bette Midler,6,3:41,1.0,https://ru123.iplayer.info/song/5984156/Bette_Midler_-_The_Rose/,Downloaded
48,Lovely Day,Bill Withers,823,4:07,0.0,https://patefon.net/bill-withers-lovely-day/,Downloaded
49,Ain't No Sunshine,Bill Withers,1058,2:06,-1.0,https://ru123.iplayer.info/song/2566126/Bill_Withers_-_Aint_No_Sunshine_When_She_s_Gone_Name_AIN_T_NO_SUNSHINEInterpret_Bill_WithersJahr_197/,Downloaded
50,Flesh For Fantasy,Billy Idol,464,4:38,-1.0,https://ru123.iplayer.info/song/15425613/Billy_Idol_-_Flesh_For_Fantasy/,Downloaded
51,White Wedding,Billy Idol,701,4:13,-1.0,https://ru123.iplayer.info/song/92426193/Billy_Idol_-_White_Wedding/,Downloaded
52,Catch My Fall,Billy Idol,794,3:42,-1.0,https://ru123.iplayer.info/song/65109988/Billy_Idol_-_Catch_My_Fall/,Downloaded
53,Hot In The City,Billy Idol,920,3:38,0.0,https://patefon.net/billy-idol-hot-in-the-city/,Downloaded
54,Rebel Yell,Billy Idol,1167,4:51,-1.0,https://ru123.iplayer.info/song/111810909/Billy_Idol_-_Rebel_Yell/,Downloaded
55,An Innocent Man,Billy Joel,10,5:18,0.0,https://patefon.net/billy-joel-an-innocent-man/,Downloaded
56,Pressure,Billy Joel,205,4:41,0.0,https://patefon.net/billy-joel-pressure/,Downloaded
57,Just The Way You Are,Billy Joel,240,4:51,0.0,https://patefon.net/billy-joel-just-the-way-you-are/,Downloaded
58,Don't Ask Me Why,Billy Joel,969,2:59,0.0,https://ru123.iplayer.info/song/41210674/Billy_Joel_-_Don_t_Ask_Me_Why/,Downloaded
59,With You I'm Born Again,Billy Preston,540,3:42,-1.0,https://ru123.iplayer.info/song/24002834/Billy_Preston_-_With_You_I_m_Born_Again_Ft._Syreeta_Wright/,Downloaded
60,Don't Say You Love Me,Billy Squier,452,4:33,-1.0,http://xgetmus.ru/song/-772877808.1613946971-billy-squier-dont-say-you-love-me,Downloaded
61,The Stroke,Billy Squier,963,3:28,2.0,http://vkmusic.me/Billy-Squier-The-Stroke/,Downloaded
62,My Kinda Lover,Billy Squier,1051,3:31,0.0,https://ru123.iplayer.info/song/38103192/Billy_Squier_-_My_Kinda_Lover/,Downloaded
63,I Can Help,Billy Swan,601,2:58,-1.0,https://ru123.iplayer.info/song/168538/Billy_Swan_-_I_Can_Help/,Downloaded
64,Silent Night,Bing Crosby,123,2:42,0.0,https://ru123.iplayer.info/song/57229355/Bing_Crosby_The_Voice_of_Christmas_-_Silent_Night/,Downloaded
65,White Christmas,Bing Crosby,241,3:02,-1.0,https://ru123.iplayer.info/song/169201/Bing_Crosby_-_White_Christmas/,Downloaded
66,Just A Friend,Biz Markie,827,4:01,0.0,https://mp3co.ooo/s/biz%20markie%20just%20a%20friend/,Downloaded
67,One Way or Another,Blondie,743,3:28,-1.0,https://ru123.iplayer.info/song/1878668/Blondie_-_One_Way_Or_Another/,Downloaded
68,Island Of Lost Souls,Blondie,1203,3:50,0.0,https://patefon.net/blondie-island-of-lost-souls/,Downloaded
69,Summertime Blues,Blue Cheer,1170,3:46,1.0,https://patefon.net/blue-cheer-summertime-blues/,Downloaded
70,Willie Nelson,Blue Eyes Cryin',126,2:21,0.0,https://ru123.iplayer.info/song/81055961/Willie_Nelson_-_Blue_Eyes_Cryin_in_the_Rain/,Downloaded
71,You Can't Judge A Book By The Cover,Bo Diddley,179,3:11,0.0,,"[Exception('No_correct_songs_found', 'https://ipleer.fm/search/q/Bo+Diddley+You+Cant+Judge+A+Book+By+The+Cover/'), Exception('List_page_not_found',), Exception('No_correct_songs_found', 'https://patefon.net/Bo-Diddley-You-Cant-Judge-A-Book-By-The-Cover/'), Exception('No_correct_songs_found', 'http://xgetmus.ru/s/Bo+Diddley+You+Cant+Judge+A+Book+By+The+Cover/'), Exception('No_correct_songs_found', 'http://vkmusic.me/Bo-Diddley-You-Cant-Judge-A-Book-By-The-Cover/')]"
72,Gotta Serve Somebody,Bob Dylan,282,5:26,-1.0,https://ru123.iplayer.info/song/60637438/Bob_Dylan_-_Gotta_Serve_Somebody/,Downloaded
73,Old Time Rock & Roll,Bob Seger,249,3:15,0.0,https://patefon.net/bob-seger-old-time-rock-&-roll/,Downloaded
74,Like A Rock,Bob Seger,941,5:55,0.0,http://xgetmus.ru/song/1695500196.1719095526-bob-seger-like-a-rock,Downloaded
75,Rock And Roll Never Forgets,Bob Seger,1071,3:36,-1.0,https://ru123.iplayer.info/song/22602793/Bob_Seger_-_Rock_And_Roll_Never_Forgets/,Downloaded
76,Night Moves,Bob Seger,1171,5:26,0.0,https://patefon.net/bob-seger-night-moves/,Downloaded
77,Against The Wind,Bob Seger,1177,5:34,-1.0,https://ru123.iplayer.info/song/37569307/Bob_Seger_-_Against_The_Wind/,Downloaded
78,Even Now,Bob Seger,1208,4:33,0.0,https://ru123.iplayer.info/song/87645037/Bob_Seger_The_Silver_Bullet_Band_-_Even_Now/,Downloaded
79,American Storm,Bob Seger,1277,4:18,-1.0,https://ru123.iplayer.info/song/18681476/Bob_Seger_The_Silver_Bullet_Band_-_01_-_American_Storm_Like_A_Rock_1986/,Downloaded
80,Trying To Live My Life Without You,Bob Seger & The Silver Bullet Band,830,4:04,-1.0,https://ru123.iplayer.info/song/43018188/Bob_Seger_The_Silver_Bullet_Band_-_02_-_Trying_To_Live_My_Life_Without_You_Nine_Tonight_1981_live/,Downloaded
81,I Love You So,Bobbi Martin,56,2:56,0.0,,"[Exception('No_correct_songs_found', 'https://ipleer.fm/search/q/Bobbi+Martin+I+Love+You+So/'), Exception('List_page_not_found',), Exception('No_correct_songs_found', 'https://patefon.net/Bobbi-Martin-I-Love-You-So/'), Exception('No_correct_songs_found', 'http://xgetmus.ru/s/Bobbi+Martin+I+Love+You+So/'), Exception('No_correct_songs_found', 'http://vkmusic.me/Bobbi-Martin-I-Love-You-So/')]"
82,Ode To Billie Joe,Bobbie Gentry,1168,4:16,-1.0,https://ru123.iplayer.info/song/7529200/Bobbie_Gentry_-_Ode_To_Billie_Joe/,Downloaded
83,Detroit City,Bobby Bare,133,2:48,0.0,https://ru123.iplayer.info/song/35641416/Bobby_Bare_-_Detroit_City/,Downloaded
84,If I Were A Carpenter,Bobby Darin,1265,3:01,0.0,https://ru123.iplayer.info/song/54370992/Bobby_Darin_-_10_-_If_I_Were_A_Carpenter_Live_In_Los_Angeles_03.11.73_Previously_Unreleased/,Downloaded
85,That's the Way I Feel About Cha,Bobby Womack,297,3:36,-1.0,http://xgetmus.ru/song/1379855819.1495057902-bobby-womack-thats-the-way-i-feel-about-cha,Downloaded
86,Sweet Caroline (Good Times Never Seemed So Good),Bobby Womack,915,3:10,-1.0,http://xgetmus.ru/song/1266916191.876742601-bobby-womack-sweet-caroline-good-times-never-seemed-so-good,Downloaded
87,Heaven Must Have Sent You,Bonnie Pointer,1232,3:36,0.0,https://mp3co.ooo/s/bonnie%20pointer%20heaven%20must%20have%20sent%20you/,Downloaded
88,Nick of Time,Bonnie Raitt,627,3:53,-1.0,https://patefon.net/bonnie-raitt-nick-of-time/,Downloaded
89,Feelin' Satisfied,Boston,952,4:12,0.0,https://patefon.net/boston-feelin-satisfied/,Downloaded
90,Amanda,Boston,1234,4:16,-1.0,https://ru123.iplayer.info/song/15110969/Boston_-_Amanda/,Downloaded
91,Motown Philly,Boyz II Men,97,3:54,1.0,http://xgetmus.ru/song/2068752822.3038768-boyz-ii-men-motown-philly,Downloaded
92,If,Bread,106,2:36,-1.0,https://ru123.iplayer.info/song/2782514/Bread_-_If/,Downloaded
93,Sweet Surrender,Bread,847,2:37,-1.0,https://ru123.iplayer.info/song/19088073/Bread_-_Sweet_Surrender/,Downloaded
94,Sweet Nothin's,Brenda Lee,162,2:26,-1.0,https://ru123.iplayer.info/song/111328843/Brenda_Lee_-_Sweet_Nothin_s_-_Brenda_Lee/,Downloaded
95,As Usual,Brenda Lee,288,2:38,-1.0,http://xgetmus.ru/song/812055890.347644922-brenda-lee-as-usual,Downloaded
96,Dum Dum,Brenda Lee,356,2:28,-1.0,https://ru123.iplayer.info/song/44278721/Brenda_Lee_-_Dum_Dum/,Downloaded
97,Losing You,Brenda Lee,371,2:35,-1.0,http://xgetmus.ru/song/1156258281.1599101670-brenda-lee-losing-you,Downloaded
98,Heart in Hand,Brenda Lee,484,2:31,-1.0,https://ru123.iplayer.info/song/58558025/Brenda_Lee_-_Heart_In_Hand/,Downloaded
99,Too Many Rivers,Brenda Lee,696,2:52,-2.0,https://ru123.iplayer.info/song/44480199/Brenda_Lee_-_Too_Many_Rivers/,Downloaded
100,Everybody Loves Me but You,Brenda Lee,790,2:34,-1.0,https://ru123.iplayer.info/song/75189905/Brenda_Lee_-_Everybody_Loves_Me_But_You/,Downloaded
101,Coming On Strong,Brenda Lee,968,2:05,-1.0,https://ru123.iplayer.info/song/11277404/Brenda_Lee_-_Coming_On_Strong/,Downloaded
102,All Alone Am I,Brenda Lee,1253,2:46,-1.0,https://ru123.iplayer.info/song/39261023/Brenda_Lee_-_All_Alone_Am_I/,Downloaded
103,Theme From Electric Surfboard,Brother Jack McDuff,251,3:34,0.0,https://ru123.iplayer.info/song/6594398/brother_jack_mcduff_-_theme_from_electric_surfboard/,Downloaded
104,Smokin' In The Boys Room,Brownsville station,256,2:59,0.0,https://patefon.net/brownsville-station-smokin-in-the-boys-room/,Downloaded
105,Hey Baby,Bruce Channel,789,2:23,-1.0,https://ru123.iplayer.info/song/212946/Bruce_Channel_-_Hey_Baby/,Downloaded
106,I m Goin Down,Bruce Springsteen,426,3:32,-1.0,https://ru123.iplayer.info/song/29286399/Bruce_Springsteen_-_I_m_Goin_Down/,Downloaded
107,My Hometown,Bruce Springsteen,1066,4:34,0.0,https://ru123.iplayer.info/song/116811195/Bruce_Springsteen_-_My_Hometown/,Downloaded
108,Think Of Me,Buck Owens,1154,2:20,-1.0,https://ru123.iplayer.info/song/3224436/Buck_Owens_-_Think_Of_Me/,Downloaded
109,I've Got A Tiger By The Tail,Buck Owens,1225,2:15,-1.0,https://ru123.iplayer.info/song/105231127/Buck_Owens_And_The_Buckaroos_-_I_ve_Got_A_Tiger_By_The_Tail_Mono_Single_Version/,Downloaded
110,Young Hearts Run Free,Candi Staton,390,3:42,-1.0,https://ru123.iplayer.info/song/24032591/Candi_Staton_-_Young_Hearts_Run_Free/,Downloaded
111,Let's work Together,Canned Heat,577,2:50,-1.0,https://ru123.iplayer.info/song/2158694/Canned_Heat_-_Let_s_Work_Together/,Downloaded
112,On The Road Again,Canned Heat,688,5:03,-1.0,https://ru123.iplayer.info/song/230007/Canned_Heat_-_On_the_Road_Again/,Downloaded
113,Everlasting Love,Carl Carlton,607,2:35,0.0,http://xgetmus.ru/song/1198375960.3065688-carl-carlton-everlasting-love,Downloaded
114,A Very Special Love Song,Charlie Rich,779,2:46,0.0,https://mp3co.ooo/s/charlie%20rich%20a%20very%20special%20love%20song/,Downloaded
115,Lonely Weekends,Charlie Rich,1113,2:10,0.0,https://mp3co.ooo/s/charlie%20rich%20lonely%20weekends/,Downloaded
116,Behind Closed Doors,Charlie Rich,1218,2:56,0.0,http://xgetmus.ru/song/-729296854.1966345734-charlie-rich-behind-closed-doors,Downloaded
117,I Want You To Want Me,Cheap Trick,188,3:44,0.0,https://patefon.net/cheap-trick-i-want-you-to-want-me/,Downloaded
118,Dream Police,Cheap Trick,317,3:51,0.0,https://patefon.net/cheap-trick-dream-police/,Downloaded
119,Stop This Game,Cheap Trick,539,3:58,-1.0,https://ru123.iplayer.info/song/104919815/Cheap_Trick_-_Stop_This_Game/,Downloaded
120,Surrender,Cheap Trick,555,4:16,-1.0,https://ru123.iplayer.info/song/111535532/Cheap_Trick_-_Surrender/,Downloaded
121,Just Like Jesse James,Cher,821,4:06,-1.0,https://ru123.iplayer.info/song/41542421/Cher_-_Just_Like_Jesse_James/,Downloaded
122,If I Could Turn Back Time,Cher,843,4:01,1.0,https://patefon.net/cher-if-i-could-turn-back-time/,Downloaded
123,Along Comes A Woman,Chicago,198,3:49,-1.0,https://ru123.iplayer.info/song/12220106/Chicago_-_Along_Comes_A_Woman/,Downloaded
124,Another Rainy Day in New York City,Chicago,208,3:02,-1.0,https://ru123.iplayer.info/song/37625774/Chicago_-_Another_Rainy_Day_In_New_York_City/,Downloaded
125,Feelin' Stronger Every Day,Chicago,366,4:14,-1.0,http://xgetmus.ru/song/1059514940.1134216300-chicago-feelin-stronger-every-day,Downloaded
126,Old Days,Chicago,445,3:31,-1.0,https://ru123.iplayer.info/song/43062660/Chicago_-_Old_Days/,Downloaded
127,Does Anybody Really Know What Time It Is,Chicago,700,3:20,-1.0,http://xgetmus.ru/song/2100228832.1747947791-chicago-does-anybody-really-know-what-time-it-is,Downloaded
128,Make Me Smile,Chicago,1085,4:26,-1.0,https://ru123.iplayer.info/song/11038643/Chicago_-_Make_Me_Smile/,Downloaded
129,Alive Again,Chicago,1240,4:06,-1.0,https://ru123.iplayer.info/song/40297029/Chicago_-_Alive_Again/,Downloaded
130,Talk to me,Chico DeBarge,590,3:53,-1.0,http://xgetmus.ru/song/704457691.1916060545-chico-debarge-talk-to-me,Downloaded
131,Swing Talkin' Guy,Chiffons,26,2:28,0.0,,"[Exception('No_correct_songs_found', 'https://ipleer.fm/search/q/Chiffons+Swing+Talkin+Guy/'), Exception('List_page_not_found',), Exception('No_correct_songs_found', 'https://patefon.net/Chiffons-Swing-Talkin-Guy/'), Exception('No_correct_songs_found', 'http://xgetmus.ru/s/Chiffons+Swing+Talkin+Guy/'), Exception('No_correct_songs_found', 'http://vkmusic.me/Chiffons-Swing-Talkin-Guy/')]"
132,Land Of 1000 Dances,Chris Kenner,1111,2:29,0.0,https://mp3co.ooo/s/chris%20kenner%20land%20of%201000%20dances/,Downloaded
133,The Twist,Chubby Checker,948,2:36,-1.0,https://ru123.iplayer.info/song/272287/Chubby_Checker_-_the_twist/,Downloaded
134,Sweet Little Rock N' Roll,Chuck Berry,115,2:22,0.0,http://xgetmus.ru/song/1675659507.1544352639-chuck-berry-sweet-little-rock-n-roller,Downloaded
135,Almost Grown,Chuck Berry,792,2:21,-1.0,https://patefon.net/chuck-berry-almost-grown/,Downloaded
136,Reelin' & Rockin',Chuck Berry,1110,3:17,0.0,http://xgetmus.ru/song/1675659507.1711752818-chuck-berry-reelin-rockin,Downloaded
137,Patches,Clarence Carter,276,3:13,-1.0,https://ru123.iplayer.info/song/277955/Clarence_Carter_-_Patches/,Downloaded
138,Too Weak To Fight,Clarence Carter,585,2:18,0.0,https://mp3co.ooo/s/clarence%20carter%20too%20weak%20to%20fight/,Downloaded
139,Carrie,Cliff Richard,51,3:45,0.0,https://ru123.iplayer.info/song/65199174/Cliff_Richard_-_Carrie/,Downloaded
140,Living Doll,Cliff Richard,740,2:39,-1.0,https://ru123.iplayer.info/song/23975919/Cliff_Richard_-_Living_Doll_1959/,Downloaded
141,Devil Woman,Cliff Richard,1073,3:35,0.0,https://mp3co.ooo/s/cliff%20richard%20devil%20woman/,Downloaded
142,Daddy's Home,Cliff Richard,1161,3:01,-1.0,https://ru123.iplayer.info/song/68192258/Cliff_Richard_-_Daddy_s_Home/,Downloaded
143,We Don't Talk Anymore,Cliff Richard,1273,4:14,-1.0,https://patefon.net/cliff-richard-we-dont-talk-anymore/,Downloaded
144,I Adore Mi Amor,Color Me Badd,476,4:51,0.0,https://mp3co.ooo/s/color%20me%20badd%20i%20adore%20mi%20amor/,Downloaded
145,Still,Commodores,507,3:48,-1.0,https://ru123.iplayer.info/song/23832798/The_Commodores_-_Still_from_1979_Midnight_Magic_album/,Downloaded
146,Lady (You Bring Me Up),Commodores,716,4:01,0.0,https://ru123.iplayer.info/song/51176134/Commodores_-_Lady_You_Bring_Me_Up/,Downloaded
147,In Your Soul,Corey Hart,469,3:55,0.0,https://mp3co.ooo/s/corey%20hart%20in%20your%20soul/,Downloaded
148,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,932,2:46,0.0,https://ru123.iplayer.info/song/17179463/Cornelius_Brothers_Sister_Rose_-_Treat_Her_Like_a_Lady/,Downloaded
149,Going To Chicago Blues,Count Basie,1149,4:14,-1.0,https://ru123.iplayer.info/song/70643352/Count_Basie_His_Orchestra_-_Going_To_Chicago_Blues/,Downloaded
150,Sunshine of Your Love,Cream,114,4:13,0.0,https://patefon.net/cream-sunshine-of-your-love/,Downloaded
151,I Put A Spell On You,Creedence Clearwater Revival,61,4:14,0.0,https://ru123.iplayer.info/song/28257896/Creedence_Clearwater_Revival_-_I_Put_A_Spell_On_You_Live/,Downloaded
152,Bad Moon Rising,Creedence Clearwater Revival,852,2:13,0.0,https://patefon.net/creedence-clearwater-revival-bad-moon-rising/,Downloaded
153,Got It Made,Crosby Stills and Nash,451,4:34,0.0,,"[Exception('No_correct_songs_found', 'https://ipleer.fm/search/q/Crosby+Stills+and+Nash+Got+It+Made/'), Exception('List_page_not_found',), Exception('No_correct_songs_found', 'https://patefon.net/Crosby-Stills-and-Nash-Got-It-Made/'), Exception('No_correct_songs_found', 'http://xgetmus.ru/s/Crosby+Stills+and+Nash+Got+It+Made/'), Exception('No_correct_songs_found', 'http://vkmusic.me/Crosby-Stills-and-Nash-Got-It-Made/')]"
154,Suite,"Crosby, Stills & Nash",518,7:29,0.0,"https://patefon.net/crosby,-stills-&-nash-suite/",Downloaded
155,Southern Cross,"Crosby, Stills & Nash",589,4:41,-1.0,https://ru123.iplayer.info/song/2164175/Crosby_Stills_Nash_-_Southern_Cross/,Downloaded
156,Teach Your Children,"Crosby, Stills & Nash",905,2:54,0.0,"https://mp3co.ooo/s/crosby,%20stills%20&%20nash%20teach%20your%20children/",Downloaded
157,Karma Chameleon,Culture Club,979,4:15,0.0,https://patefon.net/culture-club-karma-chameleon/,Downloaded
158,I'll Tumble 4 Ya,Culture Club,1223,2:36,-1.0,https://ru123.iplayer.info/song/65415623/Culture_Club_-_I_ll_Tumble_4_Ya/,Downloaded
159,She Bop,Cyndi Lauper,16,3:49,-1.0,https://ru123.iplayer.info/song/22417356/Cyndi_Lauper_-_She_Bop/,Downloaded
160,All Through The Night,Cyndi Lauper,309,4:30,0.0,https://patefon.net/cyndi-lauper-all-through-the-night/,Downloaded
